away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
45.9,17,11.1,4,100.0,75.0,27,0.568,73,0.507,37,0.219,16,0.75,12,0,200,121.8,30.6,11,15,95,,14.1,11,0.452,33,0.273,9,52.8,38,0.589,11.1,10,40,0.7,28,1.0,1,"November 26, 2020",58.1,18,12.5,5,121.8,69.4,25,0.57,64,0.484,31,0.203,13,0.385,5,1,200,100.0,25.0,9,16,78,,7.7,6,0.438,28,0.393,11,47.2,34,0.556,18.7,16,36,0.556,20,0.0,0,,HOWARD,Howard,78.4,Away,BELMONT,Belmont
39.3,11,11.8,4,108.5,79.2,19,0.483,60,0.467,28,0.233,14,0.643,9,1,200,94.4,36.4,12,19,67,,19.7,14,0.383,23,0.087,2,54.4,31,0.503,17.5,14,37,0.703,26,0.5,1,"November 27, 2020",46.4,13,0.0,0,94.4,63.6,21,0.604,53,0.528,28,0.321,17,0.765,13,0,200,108.5,20.8,5,13,77,,8.5,6,0.358,19,0.421,8,45.6,26,0.63,21.9,17,34,0.588,20,1.0,2,,GEORGE-MASON,George Mason,70.9,Home,BELMONT,Belmont
52.4,11,4.8,2,97.1,55.9,19,0.422,51,0.412,21,0.51,26,0.577,15,1,200,82.9,13.9,5,16,58,,12.9,9,0.314,16,0.063,1,34.3,24,0.458,17.2,13,35,0.571,20,0.0,0,"November 27, 2020",12.5,3,2.9,1,82.9,86.1,31,0.449,59,0.407,24,0.288,17,0.882,15,0,200,97.1,44.1,15,24,68,17,10.0,7,0.288,17,0.294,5,65.7,46,0.507,19.4,16,42,0.452,19,1.0,2,"Hofheinz Pavilion, Houston, Texas",BOISE-STATE,Boise State,69.7,Home,HOUSTON,Houston
40.0,12,10.3,3,104.7,79.3,23,0.567,60,0.5,30,0.2,12,0.667,8,0,200,118.8,27.3,9,17,76,3,4.7,3,0.383,23,0.348,8,51.6,32,0.578,10.9,8,37,0.595,22,1.0,1,"November 25, 2020",38.5,10,21.6,8,118.8,72.7,24,0.545,55,0.473,26,0.2,11,0.636,7,1,200,104.7,20.7,6,16,67,,9.4,6,0.473,26,0.308,8,48.4,30,0.556,14.3,10,29,0.621,18,0.0,0,"Mohegan Sun Arena, Uncasville, Connecticut",BOSTON-COLLEGE,Boston College,64.5,Away,VILLANOVA,Villanova
38.1,8,10.3,4,85.3,89.3,25,0.49,50,0.42,21,0.68,34,0.588,20,1,200,92.0,21.9,7,21,69,,5.3,4,0.44,22,0.318,7,53.3,32,0.522,17.7,14,28,0.5,14,0.5,1,"November 26, 2020",26.9,7,3.6,1,92.0,78.1,25,0.482,57,0.456,26,0.316,18,0.5,9,2,200,85.3,10.7,3,27,64,,10.7,8,0.316,18,0.167,3,46.7,28,0.488,18.8,15,39,0.59,23,0.0,0,"Mohegan Sun Arena, Uncasville, Connecticut",RHODE-ISLAND,Rhode Island,75.4,Away,BOSTON-COLLEGE,Boston College
46.2,12,0.0,0,128.0,71.0,22,0.457,70,0.371,26,0.314,22,0.818,18,1,200,109.3,23.3,10,24,82,,4.0,3,0.414,29,0.414,12,43.2,32,0.51,7.0,6,41,0.341,14,0.0,0,"November 25, 2020",69.7,23,7.3,3,109.3,76.7,33,0.623,61,0.541,33,0.426,26,0.769,20,0,200,128.0,29.0,9,16,96,25,4.0,3,0.443,27,0.37,10,56.8,42,0.654,12.1,10,34,0.676,23,1.0,1,"Crisler Arena, Ann Arbor, Michigan",BOWLING-GREEN-STATE,Bowling Green State,75.4,Home,MICHIGAN,Michigan
61.3,19,14.3,5,117.4,58.1,18,0.528,71,0.437,31,0.07,5,0.6,3,2,200,90.7,18.4,7,26,78,,12.8,11,0.465,33,0.394,13,36.2,25,0.532,21.5,20,38,0.474,18,0.0,0,"November 28, 2020",50.0,15,5.3,2,90.7,81.6,31,0.556,63,0.476,30,0.571,36,0.861,31,1,200,117.4,41.9,13,8,101,,18.6,16,0.444,28,0.357,10,63.8,44,0.63,19.4,19,35,0.571,20,0.5,1,"Stroh Center, Bowling Green, Ohio",SOUTH-CAROLINA-STATE,South Carolina State,86.2,Home,BOWLING-GREEN-STATE,Bowling Green State
54.5,12,5.3,2,92.4,65.7,23,0.417,66,0.333,22,0.121,8,0.5,4,1,200,89.4,28.6,12,11,59,,9.1,6,0.439,29,0.379,11,45.5,35,0.423,9.1,7,37,0.297,11,0.0,0,"November 25, 2020",50.0,12,16.2,6,89.4,71.4,30,0.449,59,0.407,24,0.169,10,0.8,8,0,200,92.4,34.3,12,14,61,,1.5,1,0.356,21,0.238,5,54.5,42,0.478,19.1,15,38,0.5,19,1.0,1,"Cintas Center, Cincinnati, Ohio",TOLEDO,Toledo,65.8,Home,BRADLEY,Bradley
38.1,8,7.1,3,83.6,57.9,22,0.381,63,0.333,21,0.095,6,0.333,2,1,200,82.0,34.1,14,12,50,,11.5,7,0.254,16,0.375,6,45.6,36,0.38,13.2,10,47,0.319,15,0.5,1,"November 26, 2020",57.1,12,8.5,4,82.0,65.9,27,0.379,62,0.339,21,0.129,8,0.5,4,0,200,83.6,42.1,16,12,51,,8.2,5,0.323,20,0.25,5,54.4,43,0.388,13.2,10,42,0.381,16,1.0,2,"Cintas Center, Cincinnati, Ohio",BRADLEY,Bradley,60.8,Home,XAVIER,Xavier
75.9,22,21.4,6,77.9,77.8,35,0.607,56,0.518,29,0.232,13,0.462,6,1,200,96.1,17.9,5,20,74,,11.7,9,0.375,21,0.476,10,54.8,40,0.595,24.5,20,35,0.543,19,0.667,2,"November 27, 2020",50.0,9,5.7,2,96.1,82.1,23,0.387,62,0.29,18,0.339,21,0.571,12,3,200,77.9,22.2,10,14,60,,18.2,14,0.548,34,0.353,12,45.2,33,0.417,17.4,15,28,0.214,6,0.0,0,"Cintas Center, Cincinnati, Ohio",OAKLAND,Oakland,77.1,Away,BRADLEY,Bradley
60.0,12,3.1,1,144.0,68.8,22,0.454,54,0.37,20,0.333,18,0.556,10,0,200,78.7,8.6,3,20,59,,1.3,1,0.444,24,0.375,9,37.3,25,0.472,20.5,16,30,0.367,11,0.0,0,"November 25, 2020",65.9,27,6.7,2,78.7,91.4,32,0.704,71,0.577,41,0.197,14,0.571,8,0,200,144.0,31.3,10,18,108,,8.0,6,0.549,39,0.462,18,62.7,42,0.695,7.2,6,32,0.719,23,1.0,1,"Marriott Center, Provo, Utah","Westminster (UT)
			","Westminster (UT)
			",74.6,Home,BRIGHAM-YOUNG,BYU
70.6,12,0.0,0,113.2,55.3,21,0.382,51,0.333,17,0.627,32,0.688,22,1,200,80.3,13.5,5,26,61,,10.5,8,0.137,7,0.714,5,34.7,26,0.461,17.7,14,44,0.273,12,0.0,0,"November 26, 2020",52.9,18,4.5,2,80.3,86.5,32,0.591,66,0.515,34,0.318,21,0.381,8,0,200,113.2,44.7,17,25,86,,6.6,5,0.409,27,0.37,10,65.3,49,0.566,18.4,17,39,0.615,24,1.0,2,"Marriott Center, Provo, Utah",NEW-ORLEANS,New Orleans,75.6,Home,BRIGHAM-YOUNG,BYU
52.4,11,3.1,1,107.9,76.9,20,0.412,57,0.368,21,0.368,21,0.619,13,1,200,78.9,25.0,9,16,60,,7.9,6,0.246,14,0.357,5,46.8,29,0.448,21.4,18,43,0.372,16,0.0,0,"November 28, 2020",73.3,22,11.6,5,78.9,75.0,27,0.623,57,0.526,30,0.246,14,0.786,11,0,200,107.9,23.1,6,21,82,,7.9,6,0.439,25,0.44,11,53.2,33,0.644,22.2,18,32,0.594,19,1.0,3,"Marriott Center, Provo, Utah",UTAH-VALLEY,Utah Valley,75.8,Home,BRIGHAM-YOUNG,BYU
61.3,19,10.0,4,97.7,70.5,31,0.528,71,0.437,31,0.169,12,0.75,9,1,200,96.6,21.1,8,17,84,,6.9,6,0.521,37,0.351,13,47.6,39,0.548,21.6,21,34,0.529,18,0.0,0,"November 27, 2020",70.0,21,2.9,1,96.6,78.9,30,0.467,75,0.4,30,0.28,21,0.714,15,0,200,97.7,29.5,13,14,85,,13.8,12,0.467,35,0.286,10,52.4,43,0.5,13.4,13,40,0.5,20,1.0,1,"Carrier Dome, Syracuse, New York",BRYANT,Bryant,87.3,Home,SYRACUSE,Syracuse
43.5,10,8.9,4,98.7,56.8,25,0.383,64,0.359,23,0.375,24,0.667,16,3,200,86.7,35.0,14,19,65,,8.0,6,0.297,19,0.158,3,46.4,39,0.431,16.7,15,45,0.444,20,0.0,0,"November 27, 2020",53.6,15,15.6,7,86.7,65.0,26,0.462,66,0.424,28,0.348,23,0.565,13,0,200,98.7,43.2,19,23,74,,13.3,10,0.318,21,0.238,5,53.6,45,0.481,16.5,15,45,0.511,23,1.0,1,"Mohegan Sun Arena, Uncasville, Connecticut",TOWSON,Towson,74.7,Home,BUFFALO,Buffalo
60.0,18,6.3,3,92.5,85.3,29,0.542,59,0.508,30,0.356,21,0.667,14,0,200,97.5,6.5,2,16,78,,10.0,8,0.373,22,0.182,4,47.7,31,0.565,17.0,14,37,0.703,26,1.0,3,"November 28, 2020",36.7,11,13.5,5,97.5,93.5,29,0.492,66,0.455,30,0.212,14,0.643,9,1,200,92.5,14.7,5,22,74,,11.3,9,0.273,18,0.278,5,52.3,34,0.509,14.3,12,48,0.521,25,0.5,1,"Mohegan Sun Arena, Uncasville, Connecticut",BUFFALO,Buffalo,80.3,Away,ARMY,Army
56.5,13,13.5,5,97.1,86.5,32,0.55,50,0.46,23,0.2,10,0.7,7,1,200,91.2,3.8,1,19,62,,2.9,2,0.36,18,0.5,9,52.4,33,0.566,19.3,13,32,0.438,14,0.0,0,"November 25, 2020",30.4,7,6.3,2,91.2,96.2,25,0.447,57,0.404,23,0.421,24,0.625,15,0,200,97.1,13.5,5,14,66,,10.3,7,0.351,20,0.25,5,47.6,30,0.482,8.2,6,37,0.486,18,1.0,1,"Hinkle Fieldhouse, Indianapolis, Indiana",WESTERN-MICHIGAN,Western Michigan,68.1,Home,BUTLER,Butler
43.8,7,0.0,0,123.5,71.4,20,0.351,57,0.281,16,0.211,12,0.5,6,0,200,56.8,7.7,3,16,46,,7.4,6,0.491,28,0.286,8,34.3,23,0.367,25.2,21,29,0.276,8,0.0,0,"November 27, 2020",83.8,31,24.1,7,56.8,92.3,36,0.634,67,0.552,37,0.299,20,0.75,15,0,200,123.5,28.6,8,12,100,,7.4,6,0.418,28,0.393,11,65.7,44,0.654,14.6,13,39,0.667,26,1.0,1,"Robert A. Mott Gymnasium, San Luis Obispo, California","Bethesda University (CA)
			","Bethesda University (CA)
			",81.1,Home,CAL-POLY,Cal Poly
53.8,14,0.0,0,119.8,56.4,22,0.469,64,0.406,26,0.469,30,0.633,19,0,200,97.5,25.0,10,18,79,,7.4,6,0.469,30,0.267,8,40.5,32,0.505,13.5,12,34,0.529,18,0.0,0,"November 25, 2020",70.3,26,17.6,6,97.5,75.0,30,0.551,79,0.468,37,0.165,13,0.769,10,0,200,119.8,43.6,17,25,97,,6.2,5,0.43,34,0.382,13,59.5,47,0.569,13.3,13,45,0.533,24,1.0,1,"The Matadome, Northridge, California","Westmont
			","Westmont
			",80.7,Home,CAL-STATE-NORTHRIDGE,Cal State Northridge
35.0,7,0.0,0,98.5,89.3,25,0.427,55,0.364,20,0.327,18,0.778,14,1,200,91.0,19.4,6,16,61,,9.0,6,0.527,29,0.241,7,52.5,31,0.48,13.7,10,26,0.5,13,0.5,1,"November 28, 2020",66.7,14,7.7,2,91.0,80.6,25,0.552,48,0.438,21,0.396,19,0.684,13,0,200,98.5,10.7,3,17,66,,7.5,5,0.521,25,0.44,11,47.5,28,0.579,18.7,13,23,0.435,10,1.0,1,"T-Mobile Arena, Las Vegas, Nevada",CAL-STATE-NORTHRIDGE,Cal State Northridge,67.3,Home,AIR-FORCE,Air Force
56.3,18,2.1,1,120.3,54.3,19,0.592,71,0.451,32,0.07,5,0.6,3,1,225,110.1,21.1,8,25,87,,7.6,6,0.577,41,0.488,20,37.0,27,0.593,13.1,11,30,0.4,12,0.0,0,"November 25, 2020",51.4,19,13.3,4,110.1,78.9,30,0.598,66,0.561,37,0.455,30,0.533,16,0,225,120.3,45.7,16,13,95,,5.1,4,0.288,19,0.263,5,63.0,46,0.592,17.7,17,47,0.681,32,1.0,1,"Galen Center, Los Angeles, California",CALIFORNIA-BAPTIST,California Baptist,70.1,Home,SOUTHERN-CALIFORNIA,USC
58.6,17,4.8,2,123.2,68.8,22,0.663,49,0.592,29,0.796,39,0.718,28,1,200,113.4,22.2,6,23,93,,2.4,2,0.449,22,0.318,7,47.5,28,0.689,23.2,20,27,0.815,22,0.0,0,"November 25, 2020",56.3,18,0.0,0,113.4,77.8,21,0.562,65,0.492,32,0.523,34,0.824,28,0,200,123.2,31.3,10,30,101,,13.4,11,0.354,23,0.391,9,52.5,31,0.622,12.1,11,42,0.548,23,1.0,1,"Leavey Center, Santa Clara, California",CALIFORNIA-DAVIS,UC-Davis,81.8,Home,NICHOLLS-STATE,Nicholls State
47.6,10,8.3,3,83.5,78.9,30,0.379,62,0.339,21,0.29,18,0.889,16,2,200,79.7,7.5,3,26,63,,11.4,9,0.371,23,0.217,5,42.3,33,0.446,14.6,12,39,0.41,16,0.0,0,"November 27, 2020",59.1,13,2.6,1,79.7,92.5,37,0.446,56,0.393,22,0.518,29,0.552,16,0,200,83.5,21.1,8,18,66,,3.8,3,0.357,20,0.3,6,57.7,45,0.473,19.8,17,36,0.444,16,1.0,2,"Leavey Center, Santa Clara, California",CALIFORNIA-DAVIS,UC-Davis,79.2,Home,SANTA-CLARA,Santa Clara
54.2,13,11.1,4,100.0,84.6,22,0.482,57,0.421,24,0.211,12,0.5,6,3,200,87.1,38.2,13,17,61,,4.3,3,0.404,23,0.304,7,58.3,35,0.486,24.3,20,34,0.5,17,0.0,0,"November 28, 2020",61.5,16,8.8,3,87.1,61.8,21,0.537,54,0.481,26,0.259,14,0.857,12,2,200,100.0,15.4,4,17,70,,17.1,12,0.333,18,0.333,6,41.7,25,0.577,17.8,13,36,0.556,20,0.333,1,"Leavey Center, Santa Clara, California",IDAHO-STATE,Idaho State,69.7,Home,CALIFORNIA-DAVIS,UC-Davis
59.3,16,0.0,0,121.1,60.0,18,0.435,69,0.391,27,0.203,14,0.857,12,1,200,101.4,34.2,13,15,72,,8.5,6,0.217,15,0.4,6,45.6,31,0.476,12.8,11,54,0.389,21,0.0,0,"November 25, 2020",53.1,17,5.6,3,101.4,65.8,25,0.563,64,0.5,32,0.234,15,0.933,14,0,200,121.1,40.0,12,19,86,,7.0,5,0.375,24,0.333,8,54.4,37,0.605,12.4,10,40,0.6,24,1.0,1,"Viejas Arena, San Diego, California",CALIFORNIA-IRVINE,UC-Irvine,71.4,Home,PEPPERDINE,Pepperdine
60.9,14,16.7,5,108.5,71.8,28,0.531,48,0.479,23,0.292,14,0.5,7,2,200,81.7,29.2,7,18,58,,2.8,2,0.375,18,0.278,5,55.6,35,0.531,29.8,23,30,0.6,18,0.0,0,"November 27, 2020",56.0,14,0.0,0,81.7,70.8,17,0.508,62,0.403,25,0.355,22,0.636,14,0,200,108.5,28.2,11,18,77,,15.5,11,0.516,32,0.406,13,44.4,28,0.531,12.2,10,30,0.4,12,1.0,2,"Viejas Arena, San Diego, California",CALIFORNIA-IRVINE,UC-Irvine,71.1,Home,SAN-DIEGO-STATE,San Diego State
27.3,6,0.0,0,101.5,62.1,18,0.521,48,0.458,22,0.313,15,0.667,10,1,200,92.3,23.8,5,24,60,,3.1,2,0.417,20,0.3,6,46.0,23,0.544,20.4,14,28,0.571,16,0.0,0,"November 25, 2020",16.7,4,7.1,2,92.3,76.2,16,0.491,54,0.444,24,0.444,24,0.542,13,0,200,101.5,37.9,11,16,66,,6.2,4,0.241,13,0.385,5,54.0,27,0.505,14.6,11,41,0.463,19,1.0,1,"A.G. Spanos Center, Stockton, California",CALIFORNIA-RIVERSIDE,UC-Riverside,64.8,Home,PACIFIC,Pacific
39.1,9,6.4,3,101.4,65.8,25,0.448,58,0.397,23,0.241,14,0.786,11,1,200,90.0,15.2,5,20,63,,11.4,8,0.431,25,0.24,6,42.3,30,0.487,14.6,11,33,0.515,17,0.0,0,"November 25, 2020",53.8,14,9.1,3,90.0,84.8,28,0.491,58,0.448,26,0.379,22,0.636,14,0,200,101.4,34.2,13,14,71,,7.1,5,0.19,11,0.455,5,57.7,41,0.519,16.1,13,47,0.447,21,1.0,1,"Gill Coliseum, Corvallis, Oregon",CALIFORNIA,California,69.6,Home,OREGON-STATE,Oregon State
56.0,14,2.4,1,108.9,63.9,23,0.432,66,0.379,25,0.212,14,0.286,4,0,200,77.2,12.2,5,26,61,,12.7,10,0.379,25,0.28,7,36.4,28,0.42,14.3,12,41,0.439,18,0.0,0,"November 26, 2020",61.3,19,7.3,3,77.2,87.8,36,0.557,61,0.508,31,0.508,31,0.581,18,1,200,108.9,36.1,13,19,86,,10.1,8,0.328,20,0.3,6,63.6,49,0.568,16.7,15,41,0.61,25,0.5,1,"Gill Coliseum, Corvallis, Oregon","Northwest University
			","Northwest University
			",78.7,Home,CALIFORNIA,California
42.3,11,7.1,3,132.5,41.9,13,0.577,52,0.5,26,0.442,23,0.652,15,1,200,97.4,14.8,4,23,75,,11.7,9,0.327,17,0.471,8,29.3,17,0.596,23.4,19,35,0.514,18,0.0,0,"November 25, 2020",57.9,22,17.1,6,97.4,85.2,23,0.632,68,0.559,38,0.324,22,0.727,16,0,200,132.5,58.1,18,21,102,,11.7,9,0.382,26,0.385,10,70.7,41,0.65,16.2,15,42,0.667,28,1.0,1,"Harry A. Gampel Pavilion, Storrs, Connecticut",CENTRAL-CONNECTICUT-STATE,Central Connecticut,76.7,Home,CONNECTICUT,UConn
22.7,5,7.7,2,108.2,88.9,24,0.373,63,0.349,22,0.206,13,0.769,10,2,200,78.1,12.5,5,10,57,,12.3,9,0.381,24,0.125,3,43.3,29,0.412,12.7,10,39,0.487,19,0.0,0,"November 27, 2020",76.7,23,5.1,2,78.1,87.5,35,0.658,57,0.526,30,0.175,10,0.4,4,0,200,108.2,11.1,3,12,79,,2.7,2,0.544,31,0.484,15,56.7,38,0.64,17.5,13,26,0.577,15,1.0,2,"Mohegan Sun Arena, Uncasville, Connecticut",CENTRAL-CONNECTICUT-STATE,Central Connecticut,73.0,Home,ARMY,Army
26.9,7,11.4,5,93.7,65.6,21,0.403,67,0.388,26,0.418,28,0.643,18,1,200,91.1,22.0,9,22,72,,20.3,16,0.269,18,0.111,2,41.1,30,0.448,8.1,7,49,0.49,24,0.0,0,"November 28, 2020",64.0,16,14.3,7,91.1,78.0,32,0.475,60,0.417,25,0.417,25,0.68,17,0,200,93.7,34.4,11,20,74,,5.1,4,0.267,16,0.438,7,58.9,43,0.515,21.1,19,44,0.409,18,1.0,2,"UIC Pavilion, Chicago, Illinois",CENTRAL-MICHIGAN,Central Michigan,79.1,Home,ILLINOIS-CHICAGO,UIC
33.3,7,0.0,0,120.3,70.6,24,0.534,44,0.477,21,0.5,22,0.636,14,1,200,77.2,23.8,5,20,61,,7.6,6,0.25,11,0.455,5,52.7,29,0.56,36.6,31,33,0.485,16,0.0,0,"November 25, 2020",42.9,15,9.1,3,77.2,76.2,16,0.604,67,0.522,35,0.299,20,0.7,14,0,200,120.3,29.4,10,21,95,,22.8,18,0.343,23,0.478,11,47.3,26,0.621,13.7,12,44,0.545,24,1.0,1,"Reynolds Coliseum, Raleigh, North Carolina",CHARLESTON-SOUTHERN,Charleston Southern,79.5,Home,NORTH-CAROLINA-STATE,NC State
36.8,7,7.7,3,78.9,71.4,30,0.387,53,0.358,19,0.226,12,0.75,9,2,200,65.8,25.0,7,16,50,,7.9,6,0.302,16,0.188,3,52.9,37,0.426,29.2,24,37,0.432,16,0.0,0,"November 27, 2020",41.7,10,10.8,4,65.8,75.0,21,0.388,67,0.358,24,0.179,12,0.667,8,0,200,78.9,28.6,12,15,60,,13.2,10,0.418,28,0.143,4,47.1,33,0.413,17.2,15,39,0.513,20,1.0,2,"Reynolds Coliseum, Raleigh, North Carolina",CHARLESTON-SOUTHERN,Charleston Southern,75.7,Home,EASTERN-KENTUCKY,Eastern Kentucky
50.0,14,11.8,4,83.8,84.8,28,0.509,57,0.491,28,0.175,10,0.8,8,0,200,97.1,14.3,4,14,66,,10.3,7,0.263,15,0.133,2,52.5,32,0.534,14.0,10,42,0.619,26,1.0,1,"November 27, 2020",55.0,11,4.8,2,97.1,85.7,24,0.425,53,0.377,20,0.321,17,0.706,12,1,200,83.8,15.2,5,16,57,,10.3,7,0.358,19,0.263,5,47.5,29,0.467,16.6,12,34,0.441,15,0.0,0,"Dale F. Halton Arena, Charlotte, North Carolina",CHARLOTTE,Charlotte,67.9,Away,EAST-CAROLINA,East Carolina
41.7,10,14.0,7,126.9,52.5,21,0.45,60,0.4,24,0.233,14,0.643,9,0,200,80.8,16.7,6,14,63,,7.7,6,0.4,24,0.25,6,35.5,27,0.473,20.4,17,36,0.5,18,0.0,0,"November 25, 2020",40.5,15,5.6,2,80.8,83.3,30,0.565,77,0.481,37,0.247,19,0.632,12,0,200,126.9,47.5,19,12,99,,11.5,9,0.351,27,0.481,13,64.5,49,0.575,11.4,11,50,0.48,24,1.0,1,"The McKenzie Arena, Chattanooga, Tennessee","Lander
			","Lander
			",77.8,Home,CHATTANOOGA,Chattanooga
53.6,15,8.1,3,85.9,74.2,23,0.667,48,0.583,28,0.688,33,0.606,20,0,200,118.3,30.4,7,18,84,,1.4,1,0.396,19,0.421,8,55.6,30,0.66,17.2,13,29,0.69,20,1.0,1,"November 25, 2020",45.0,9,0.0,0,118.3,69.6,16,0.386,57,0.351,20,0.351,20,0.85,17,1,200,85.9,25.8,8,30,61,,7.0,5,0.351,20,0.2,4,44.4,24,0.459,16.5,13,37,0.432,16,0.0,0,"State Farm Center, Champaign, Illinois",CHICAGO-STATE,Chicago State,70.6,Away,OHIO,Ohio
40.0,6,2.4,1,131.1,31.8,7,0.315,54,0.278,15,0.185,10,0.4,4,2,200,51.4,2.6,1,22,38,,12.2,9,0.444,24,0.167,4,13.3,8,0.323,20.4,15,30,0.367,11,0.0,0,"November 26, 2020",44.4,16,10.0,3,51.4,97.4,37,0.658,60,0.6,36,0.4,24,0.75,18,0,200,131.1,68.2,15,14,97,8,8.1,6,0.3,18,0.389,7,86.7,52,0.679,20.3,18,42,0.69,29,1.0,2,"State Farm Center, Champaign, Illinois",CHICAGO-STATE,Chicago State,73.6,Home,ILLINOIS,Illinois
57.1,8,11.4,4,107.2,78.1,25,0.348,46,0.304,14,0.413,19,0.632,12,3,200,63.8,14.3,4,20,44,,1.4,1,0.37,17,0.235,4,48.3,29,0.4,25.9,19,29,0.345,10,0.0,0,"November 27, 2020",76.9,20,3.4,1,63.8,85.7,24,0.534,58,0.448,26,0.293,17,0.706,12,2,200,107.2,21.9,7,20,74,,7.2,5,0.397,23,0.435,10,51.7,31,0.56,12.1,9,35,0.457,16,0.333,1,"Philips Arena, Atlanta, Georgia",CHICAGO-STATE,Chicago State,69.1,Home,NORTH-CAROLINA-AT,North Carolina A&T
39.1,9,10.7,3,111.3,50.0,17,0.402,66,0.348,23,0.318,21,0.524,11,0,200,80.0,27.0,10,16,64,,11.3,9,0.273,18,0.389,7,38.0,27,0.421,17.5,16,48,0.333,16,0.0,0,"November 25, 2020",51.6,16,14.6,7,80.0,73.0,27,0.597,67,0.463,31,0.224,15,0.6,9,0,200,111.3,50.0,17,17,89,,12.5,10,0.582,39,0.462,18,62.0,44,0.6,21.4,20,28,0.464,13,1.0,1,"McAlister Field House, Charleston, South Carolina","Piedmont
			","Piedmont
			",79.6,Home,CITADEL,Citadel
68.4,13,5.4,2,64.6,61.0,25,0.398,54,0.352,19,0.278,15,0.667,10,0,200,81.5,28.6,10,21,53,,7.7,5,0.463,25,0.2,5,46.1,35,0.434,18.8,14,29,0.483,14,1.0,1,"November 25, 2020",40.0,6,6.9,2,81.5,71.4,25,0.34,50,0.3,15,0.54,27,0.296,8,1,200,64.6,39.0,16,20,42,,10.8,7,0.26,13,0.308,4,53.9,41,0.334,22.5,18,37,0.297,11,0.0,0,,MISSISSIPPI-STATE,Mississippi State,65.0,Away,CLEMSON,Clemson
42.3,11,9.7,3,112.5,84.6,22,0.526,58,0.448,26,0.19,11,0.818,9,1,200,97.2,41.4,12,16,70,,5.6,4,0.362,21,0.429,9,61.8,34,0.554,25.0,21,37,0.459,17,0.5,1,"November 26, 2020",55.2,16,2.7,1,97.2,58.6,17,0.576,59,0.492,29,0.254,15,0.867,13,0,200,112.5,15.4,4,17,81,,18.1,13,0.475,28,0.357,10,38.2,21,0.612,13.2,10,31,0.613,19,1.0,2,,PURDUE,Purdue,72.2,Home,CLEMSON,Clemson
53.8,14,5.4,2,153.9,66.7,14,0.509,57,0.456,26,0.368,21,0.476,10,0,200,89.5,30.3,10,18,68,,6.6,5,0.263,15,0.4,6,44.4,24,0.508,24.1,21,42,0.476,20,0.0,0,"November 28, 2020",69.0,29,16.7,7,89.5,69.7,23,0.798,62,0.677,42,0.387,24,0.75,18,0,200,153.9,33.3,7,16,117,,15.8,12,0.403,25,0.6,15,55.6,30,0.797,9.9,8,37,0.73,27,1.0,1,"The HTC Center, Conway, South Carolina","North Carolina Wesleyan
			","North Carolina Wesleyan
			",76.2,Home,COASTAL-CAROLINA,Coastal Carolina
54.2,13,5.7,3,106.8,61.0,25,0.467,60,0.4,24,0.167,10,0.4,4,1,200,81.1,16.7,6,20,60,,6.8,5,0.383,23,0.348,8,40.3,31,0.463,16.8,13,37,0.432,16,0.0,0,"November 25, 2020",42.9,12,24.3,9,81.1,83.3,30,0.423,71,0.394,28,0.338,24,0.792,19,0,200,106.8,39.0,16,16,79,16,13.5,10,0.254,18,0.222,4,59.7,46,0.479,9.9,9,53,0.453,24,1.0,1,"Dean Smith Center, Chapel Hill, North Carolina",COLLEGE-OF-CHARLESTON,College of Charleston,73.6,Home,NORTH-CAROLINA,UNC
